timestamp_utc,price_eur_per_mwh,currency,unit,timestamp_europe_amsterdam
2024-01-06 03:00:00+00:00,,,,
2024-01-15 03:00:00+00:00,,,,
2024-02-04 04:00:00+00:00,,,,
2024-02-04 05:00:00+00:00,,,,
2024-02-05 01:00:00+00:00,,,,
2024-02-16 21:00:00+00:00,,,,
2024-02-25 01:00:00+00:00,,,,
2024-03-09 07:00:00+00:00,,,,
2024-03-10 12:00:00+00:00,,,,
2024-03-20 11:00:00+00:00,,,,
2024-03-24 08:00:00+00:00,,,,
2024-03-24 09:00:00+00:00,,,,
2024-03-24 10:00:00+00:00,,,,
2024-03-24 11:00:00+00:00,,,,
2024-03-24 12:00:00+00:00,,,,
2024-03-24 13:00:00+00:00,,,,
2024-03-24 14:00:00+00:00,,,,
2024-04-01 13:00:00+00:00,,,,
2024-04-01 14:00:00+00:00,,,,
2024-04-07 01:00:00+00:00,,,,
2024-04-07 02:00:00+00:00,,,,
2024-04-07 03:00:00+00:00,,,,
2024-04-07 04:00:00+00:00,,,,
2024-04-07 05:00:00+00:00,,,,
2024-04-07 06:00:00+00:00,,,,
2024-04-17 15:00:00+00:00,,,,
2024-04-19 13:00:00+00:00,,,,
2024-04-27 13:00:00+00:00,,,,
2024-05-01 12:00:00+00:00,,,,
2024-05-16 16:00:00+00:00,,,,
2024-06-28 12:00:00+00:00,,,,
2024-06-30 09:00:00+00:00,,,,
2024-07-03 02:00:00+00:00,,,,
2024-07-15 00:00:00+00:00,,,,
2024-07-30 12:00:00+00:00,,,,
2024-08-07 13:00:00+00:00,,,,
2024-08-18 13:00:00+00:00,,,,
2024-08-26 11:00:00+00:00,,,,
2024-08-27 01:00:00+00:00,,,,
2024-09-28 12:00:00+00:00,,,,
2024-10-04 20:00:00+00:00,,,,
2024-10-06 12:00:00+00:00,,,,
2024-10-06 17:00:00+00:00,,,,
2024-10-20 23:00:00+00:00,,,,
2024-11-16 20:00:00+00:00,,,,
2024-11-27 01:00:00+00:00,,,,
2024-12-17 04:00:00+00:00,,,,
2024-12-18 13:00:00+00:00,,,,
